source_speaker_id	rank	age	gender	accent	region	source_utterance_id	duration_sec	transcript	audio_path
p262	5	23	F	Scottish	Edinburgh	p262_004	5.035042	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p262/p262_004_mic1.flac
p263	1	22	M	Scottish	Aberdeen	p263_381	4.99425	A spokeswoman for Edinburgh City Council confirmed its support for the company.	wav48_silence_trimmed/p263/p263_381_mic1.flac
p263	2	22	M	Scottish	Aberdeen	p263_245	4.909292	We will continue to talk to find a solution for Scottish football.	wav48_silence_trimmed/p263/p263_245_mic1.flac
p263	3	22	M	Scottish	Aberdeen	p263_360	4.867687	On Thursday, Mr Blair will address the Institute of Public Policy Research.	wav48_silence_trimmed/p263/p263_360_mic1.flac
p263	4	22	M	Scottish	Aberdeen	p263_183	4.809479	Irvine said his company was intent on supporting the Scottish dairy industry.	wav48_silence_trimmed/p263/p263_183_mic1.flac
p263	5	22	M	Scottish	Aberdeen	p263_012	4.728313	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p263/p263_012_mic1.flac
p264	1	23	F	Scottish	West  Lothian	p264_137	4.974312	This is a separate announcement which is in a different league.	wav48_silence_trimmed/p264/p264_137_mic1.flac
p264	2	23	F	Scottish	West  Lothian	p264_275	5.035687	He was called in by the government last year to report on pension reform.	wav48_silence_trimmed/p264/p264_275_mic1.flac
p264	3	23	F	Scottish	West  Lothian	p264_179	5.03575	You can spend money on housing.	wav48_silence_trimmed/p264/p264_179_mic1.flac
p264	4	23	F	Scottish	West  Lothian	p264_193	5.0375	Do they think anyone else wants them?	wav48_silence_trimmed/p264/p264_193_mic1.flac
p264	5	23	F	Scottish	West  Lothian	p264_207	4.954	Both leaders were joined by senior party figures.	wav48_silence_trimmed/p264/p264_207_mic1.flac
p265	1	23	F	Scottish	Ross	p265_110	5.001417	That was the lesson to be learned from the European Championships.	wav48_silence_trimmed/p265/p265_110_mic1.flac
p265	2	23	F	Scottish	Ross	p265_352	4.996937	I'm not going to get upset by two comedy promoters.	wav48_silence_trimmed/p265/p265_352_mic1.flac
p265	3	23	F	Scottish	Ross	p265_077	5.012167	It just shows the arrogance of Labour and the Liberal Democrats.	wav48_silence_trimmed/p265/p265_077_mic1.flac
p265	4	23	F	Scottish	Ross	p265_215	5.013771	I am very sorry that Alastair Campbell has taken this decision.	wav48_silence_trimmed/p265/p265_215_mic1.flac
p265	5	23	F	Scottish	Ross	p265_050	5.0185	Lancashire Police said they were not treating the death as suspicious.	wav48_silence_trimmed/p265/p265_050_mic1.flac
p266	1	22	F	Irish	Athlone	p266_189	4.992479	Treasury spokesman Malcolm Bruce is also considered a potential contender.	wav48_silence_trimmed/p266/p266_189_mic1.flac
p266	2	22	F	Irish	Athlone	p266_120	4.979667	Mr Chisholm said the move was made on the advice of consultants.	wav48_silence_trimmed/p266/p266_120_mic1.flac
p266	3	22	F	Irish	Athlone	p266_307	4.868688	But the military campaign is a military campaign against Osama bin Laden.	wav48_silence_trimmed/p266/p266_307_mic1.flac
p266	4	22	F	Irish	Athlone	p266_149	4.850187	Labour's Scottish general secretary Alex Rowley was delighted yesterday.	wav48_silence_trimmed/p266/p266_149_mic1.flac
p266	5	22	F	Irish	Athlone	p266_108	5.309188	Health Secretary Frank Dobson made the surprise announcement in the Commons yesterday.	wav48_silence_trimmed/p266/p266_108_mic1.flac
p267	1	23	F	English	Yorkshire	p267_020	5.167562	Many complicated ideas about the rainbow have been formed.	wav48_silence_trimmed/p267/p267_020_mic1.flac
p267	2	23	F	English	Yorkshire	p267_014	4.8265	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p267/p267_014_mic1.flac
p267	3	23	F	English	Yorkshire	p267_033	5.241417	Of course, on Tuesday, United were beaten despite this.	wav48_silence_trimmed/p267/p267_033_mic1.flac
p267	4	23	F	English	Yorkshire	p267_006	5.252771	When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.	wav48_silence_trimmed/p267/p267_006_mic1.flac
p267	5	23	F	English	Yorkshire	p267_009	4.694125	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p267/p267_009_mic1.flac
p268	1	23	F	English	Southern  England	p268_057	5.002083	But it couldn't happen overnight.	wav48_silence_trimmed/p268/p268_057_mic1.flac
p268	2	23	F	English	Southern  England	p268_342	5.016	Plans were made to expand.	wav48_silence_trimmed/p268/p268_342_mic1.flac
p268	3	23	F	English	Southern  England	p268_338	5.020729	The business has expanded rapidly, however.	wav48_silence_trimmed/p268/p268_338_mic1.flac
p268	4	23	F	English	Southern  England	p268_172	5.032375	Do I think about them often?	wav48_silence_trimmed/p268/p268_172_mic1.flac
p268	5	23	F	English	Southern  England	p268_071	5.033125	A spokeswoman for the Law Society of Scotland said.	wav48_silence_trimmed/p268/p268_071_mic1.flac
p269	1	20	F	English	Newcastle	p269_099	5.01525	However, the intensive care unit at the Southern General Hospital was full.	wav48_silence_trimmed/p269/p269_099_mic1.flac
p269	2	20	F	English	Newcastle	p269_014	5.032604	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p269/p269_014_mic1.flac
p269	3	20	F	English	Newcastle	p269_097	4.905208	Previously, they were raised in the European Court of Human Rights.	wav48_silence_trimmed/p269/p269_097_mic1.flac
p269	4	20	F	English	Newcastle	p269_268	4.902542	Labour's Scottish general secretary Alex Rowley was delighted yesterday.	wav48_silence_trimmed/p269/p269_268_mic1.flac
p269	5	20	F	English	Newcastle	p269_006	5.164937	When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.	wav48_silence_trimmed/p269/p269_006_mic1.flac
p270	1	21	M	English	Yorkshire	p270_007	4.995729	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p270/p270_007_mic1.flac
p270	2	21	M	English	Yorkshire	p270_012	5.035687	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p270/p270_012_mic1.flac
p270	3	21	M	English	Yorkshire	p270_315	4.951917	A police inquiry began about two weeks before the General Election.	wav48_silence_trimmed/p270/p270_315_mic1.flac
p270	4	21	M	English	Yorkshire	p270_091	4.926146	Previously, they were raised in the European Court of Human Rights.	wav48_silence_trimmed/p270/p270_091_mic1.flac
p270	5	21	M	English	Yorkshire	p270_013	5.089646	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p270/p270_013_mic1.flac
p271	1	19	M	Scottish	Fife	p271_350	4.992479	He met Mr Davies to establish the scale of the scandal.	wav48_silence_trimmed/p271/p271_350_mic1.flac
p271	2	19	M	Scottish	Fife	p271_027	4.991771	Several other countries are also reported to be interested in the format.	wav48_silence_trimmed/p271/p271_027_mic1.flac
p271	3	19	M	Scottish	Fife	p271_127	4.986125	The proposals are to be debated on Monday by city councillors.	wav48_silence_trimmed/p271/p271_127_mic1.flac
p271	4	19	M	Scottish	Fife	p271_122	5.01475	That was the lesson to be learned from the European Championships.	wav48_silence_trimmed/p271/p271_122_mic1.flac
p271	5	19	M	Scottish	Fife	p271_277	4.985229	The decision was announced at its annual conference in Dunfermline.	wav48_silence_trimmed/p271/p271_277_mic1.flac
p272	1	23	M	Scottish	Edinburgh	p272_252	5.036833	George W Bush, the US president, condemned the attacks.	wav48_silence_trimmed/p272/p272_252_mic1.flac
p272	2	23	M	Scottish	Edinburgh	p272_012	4.953146	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p272/p272_012_mic1.flac
p272	3	23	M	Scottish	Edinburgh	p272_169	4.938292	It's hard enough for a father, anyway, and I was forever grateful.	wav48_silence_trimmed/p272/p272_169_mic1.flac
p272	4	23	M	Scottish	Edinburgh	p272_257	5.079354	He claimed his insurance company contested the damages, not the restaurant.	wav48_silence_trimmed/p272/p272_257_mic1.flac
p272	5	23	M	Scottish	Edinburgh	p272_212	4.864521	I am very sorry that Alastair Campbell has taken this decision.	wav48_silence_trimmed/p272/p272_212_mic1.flac
p273	1	23	M	English	Suffolk	p273_291	4.918021	Ms Anderson yesterday put a brave face on the departure.	wav48_silence_trimmed/p273/p273_291_mic1.flac
p273	2	23	M	English	Suffolk	p273_014	5.164042	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p273/p273_014_mic1.flac
p273	3	23	M	English	Suffolk	p273_007	4.694167	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p273/p273_007_mic1.flac
p273	4	23	M	English	Suffolk	p273_004	5.315792	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p273/p273_004_mic1.flac
p273	5	23	M	English	Suffolk	p273_018	5.335271	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p273/p273_018_mic1.flac
p274	1	22	M	English	Essex	p274_012	4.985125	Throughout the centuries people have explained the rainbows in various ways.	wav48_silence_trimmed/p274/p274_012_mic1.flac
p274	2	22	M	English	Essex	p274_431	4.976208	A police spokeswoman said last night that the case was closed.	wav48_silence_trimmed/p274/p274_431_mic1.flac
p274	3	22	M	English	Essex	p274_145	5.026896	No-one from the Fire Brigades Union was available for comment yesterday.	wav48_silence_trimmed/p274/p274_145_mic1.flac
p274	4	22	M	English	Essex	p274_355	4.946479	Shoppers were attracted by the heavy discounting on selected items.	wav48_silence_trimmed/p274/p274_355_mic1.flac
p274	5	22	M	English	Essex	p274_232	4.933646	They included certain insurance policies, and his share of the house.	wav48_silence_trimmed/p274/p274_232_mic1.flac
p275	1	23	M	Scottish	Midlothian	p275_009	5.070312	There is , according to the legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p275/p275_009_mic1.flac
p275	2	23	M	Scottish	Midlothian	p275_012	4.906271	Throughout the centuries people have explained the rainbows in various ways.	wav48_silence_trimmed/p275/p275_012_mic1.flac
p275	3	23	M	Scottish	Midlothian	p275_125	5.134167	It is still too early for any likely contenders to have emerged.	wav48_silence_trimmed/p275/p275_125_mic1.flac
p275	4	23	M	Scottish	Midlothian	p275_018	5.137812	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p275/p275_018_mic1.flac
p275	5	23	M	Scottish	Midlothian	p275_096	5.153854	Meanwhile, the Scottish Consumer Council yesterday offered support for the new Bill.	wav48_silence_trimmed/p275/p275_096_mic1.flac
p276	1	24	F	English	Oxford	p276_070	5.009521	The Labour Party's not downbeat, and neither is the Labour Government.	wav48_silence_trimmed/p276/p276_070_mic1.flac
p276	2	24	F	English	Oxford	p276_252	4.984271	No-one from the Fire Brigades Union was available for comment yesterday.	wav48_silence_trimmed/p276/p276_252_mic1.flac
p276	3	24	F	English	Oxford	p276_345	5.031396	This included a downward revision in the expected level of dividend.	wav48_silence_trimmed/p276/p276_345_mic1.flac
p276	4	24	F	English	Oxford	p276_009	5.038458	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p276/p276_009_mic1.flac
p276	5	24	F	English	Oxford	p276_012	5.1345	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p276/p276_012_mic1.flac
p277	1	23	F	English	NE  England	p277_245	5.039167	However, it is understood that offers of further payments are unlikely.	wav48_silence_trimmed/p277/p277_245_mic1.flac
p277	2	23	F	English	NE  England	p277_140	4.951875	It is not satisfied with the standard of fire safety provisions.	wav48_silence_trimmed/p277/p277_140_mic1.flac
p277	3	23	F	English	NE  England	p277_342	5.050083	Another case of foot-and-mouth disease was confirmed in Scotland yesterday.	wav48_silence_trimmed/p277/p277_342_mic1.flac
p277	4	23	F	English	NE  England	p277_041	4.923813	Two other men, including the taxi driver, were wounded in the attack.	wav48_silence_trimmed/p277/p277_041_mic1.flac
p277	5	23	F	English	NE  England	p277_221	4.912583	Dewar was certainly under attack from within his own party.	wav48_silence_trimmed/p277/p277_221_mic1.flac
p278	1	22	M	English	Cheshire	p278_135	5.01675	But he admitted he could not speak for the new owner.	wav48_silence_trimmed/p278/p278_135_mic1.flac
p278	2	22	M	English	Cheshire	p278_004	4.981333	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p278/p278_004_mic1.flac
p278	3	22	M	English	Cheshire	p278_278	5.039292	I rejected the idea of a separate residence.	wav48_silence_trimmed/p278/p278_278_mic1.flac
p278	4	22	M	English	Cheshire	p278_376	4.929333	The parents are not alone in their concerns about the proposals.	wav48_silence_trimmed/p278/p278_376_mic1.flac
p278	5	22	M	English	Cheshire	p278_300	4.922229	However, he will have his work cut out defending his title.	wav48_silence_trimmed/p278/p278_300_mic1.flac
p279	1	23	M	English	Leicester	p279_018	4.952562	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p279/p279_018_mic1.flac
p279	2	23	M	English	Leicester	p279_366	5.074	Whether his stance is shared by the incoming manager is another matter.	wav48_silence_trimmed/p279/p279_366_mic1.flac
p279	3	23	M	English	Leicester	p279_230	4.919292	Jim Wallace, the justice minister, acknowledged that prisoner numbers were a concern.	wav48_silence_trimmed/p279/p279_230_mic1.flac
p279	4	23	M	English	Leicester	p279_005	4.783437	She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.	wav48_silence_trimmed/p279/p279_005_mic1.flac
p279	5	23	M	English	Leicester	p279_088	4.779479	The shareholders will vote to wind up the company on Friday morning.	wav48_silence_trimmed/p279/p279_088_mic1.flac
p281	1	29	M	Scottish	Edinburgh	p281_236	4.963708	For the refugees, the return will not come a moment too soon.	wav48_silence_trimmed/p281/p281_236_mic1.flac
p281	2	29	M	Scottish	Edinburgh	p281_044	4.804812	But, after a dip in sales, growth was recorded.	wav48_silence_trimmed/p281/p281_044_mic1.flac
p281	3	29	M	Scottish	Edinburgh	p281_049	4.792875	However, he will now have to wait for his chance to impress.	wav48_silence_trimmed/p281/p281_049_mic1.flac
p281	4	29	M	Scottish	Edinburgh	p281_418	4.747833	However, there is an issue, isn't there?	wav48_silence_trimmed/p281/p281_418_mic1.flac
p281	5	29	M	Scottish	Edinburgh	p281_013	4.73575	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p281/p281_013_mic1.flac
p282	1	23	F	English	Newcastle	p282_027	5.008438	Several other countries are also reported to be interested in the format.	wav48_silence_trimmed/p282/p282_027_mic1.flac
p282	2	23	F	English	Newcastle	p282_214	4.953146	The council has proposed a temporary barrier to protect the monument.	wav48_silence_trimmed/p282/p282_214_mic1.flac
p282	3	23	F	English	Newcastle	p282_147	4.946958	He sets the nature of his Parliament in a simple, realistic context.	wav48_silence_trimmed/p282/p282_147_mic1.flac
p282	4	23	F	English	Newcastle	p282_268	5.055813	Jim Wallace, justice minister, has refused to hold an inquiry.	wav48_silence_trimmed/p282/p282_268_mic1.flac
p282	5	23	F	English	Newcastle	p282_304	5.063646	However, he is a coach, and he remains a coach at heart.	wav48_silence_trimmed/p282/p282_304_mic1.flac
p283	1	24	F	Irish	Cork	p283_013	5.166375	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p283/p283_013_mic1.flac
p283	2	24	F	Irish	Cork	p283_020	5.173438	Many complicated ideas about the rainbow have been formed.	wav48_silence_trimmed/p283/p283_020_mic1.flac
p283	3	24	F	Irish	Cork	p283_014	4.826292	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p283/p283_014_mic1.flac
p283	4	24	F	Irish	Cork	p283_004	5.220917	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p283/p283_004_mic1.flac
p283	5	24	F	Irish	Cork	p283_084	4.698938	Halifax has also been mentioned as a likely predator.	wav48_silence_trimmed/p283/p283_084_mic1.flac
p284	1	20	M	Scottish	Fife	p284_351	4.99	This is a sector in overall deficit and urgent action is required.	wav48_silence_trimmed/p284/p284_351_mic1.flac
p284	2	20	M	Scottish	Fife	p284_213	5.038646	This obsession wasn't just contained within the world of the losers.	wav48_silence_trimmed/p284/p284_213_mic1.flac
p284	3	20	M	Scottish	Fife	p284_150	4.952271	The departure of Mr Johnston was reported by The Herald yesterday.	wav48_silence_trimmed/p284/p284_150_mic1.flac
p284	4	20	M	Scottish	Fife	p284_250	4.911125	However, it is understood that offers of further payments are unlikely.	wav48_silence_trimmed/p284/p284_250_mic1.flac
p284	5	20	M	Scottish	Fife	p284_005	5.100583	She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.	wav48_silence_trimmed/p284/p284_005_mic1.flac
p285	1	21	M	Scottish	Edinburgh	p285_006	5.127208	When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.	wav48_silence_trimmed/p285/p285_006_mic1.flac
p285	2	21	M	Scottish	Edinburgh	p285_030	4.823042	They were described as being in a serious but stable condition yesterday.	wav48_silence_trimmed/p285/p285_030_mic1.flac
p285	3	21	M	Scottish	Edinburgh	p285_018	5.203667	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p285/p285_018_mic1.flac
p285	4	21	M	Scottish	Edinburgh	p285_014	4.789208	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p285/p285_014_mic1.flac
p285	5	21	M	Scottish	Edinburgh	p285_350	4.736854	A spokeswoman for Edinburgh City Council confirmed its support for the company.	wav48_silence_trimmed/p285/p285_350_mic1.flac
p286	1	23	M	English	Newcastle	p286_009	4.997333	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p286/p286_009_mic1.flac
p286	2	23	M	English	Newcastle	p286_263	4.947396	Chairman Sir Alistair Grant will remain on the board as deputy chairman.	wav48_silence_trimmed/p286/p286_263_mic1.flac
p286	3	23	M	English	Newcastle	p286_100	5.061312	The commission initiated the necessary changes in the financial regulation.	wav48_silence_trimmed/p286/p286_100_mic1.flac
p286	4	23	M	English	Newcastle	p286_198	5.123563	The new owners wanted the club to go in a different direction.	wav48_silence_trimmed/p286/p286_198_mic1.flac
p286	5	23	M	English	Newcastle	p286_364	4.86825	In general terms, the proposals are very much in line with expectations.	wav48_silence_trimmed/p286/p286_364_mic1.flac
p287	1	23	M	English	York	p287_200	4.951937	The guidelines are expected to be finalised before next spring.	wav48_silence_trimmed/p287/p287_200_mic1.flac
p287	2	23	M	English	York	p287_014	4.822604	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p287/p287_014_mic1.flac
p287	3	23	M	English	York	p287_325	4.818354	However, Walker remains determined to fight the proposals.	wav48_silence_trimmed/p287/p287_325_mic1.flac
p287	4	23	M	English	York	p287_249	4.78325	By then, a massive legal battle is likely to have started.	wav48_silence_trimmed/p287/p287_249_mic1.flac
p287	5	23	M	English	York	p287_004	5.249979	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p287/p287_004_mic1.flac
p288	1	22	F	Irish	Dublin	p288_290	5.002375	The departure of Mr Johnston was reported by The Herald yesterday.	wav48_silence_trimmed/p288/p288_290_mic1.flac
p288	2	22	F	Irish	Dublin	p288_345	5.004771	A formal announcement is expected this morning at a news conference.	wav48_silence_trimmed/p288/p288_345_mic1.flac
p288	3	22	F	Irish	Dublin	p288_155	4.992354	Local managers are already involved in talks with potential investors.	wav48_silence_trimmed/p288/p288_155_mic1.flac
p288	4	22	F	Irish	Dublin	p288_123	4.983792	The proposals are to be debated on Monday by city councillors.	wav48_silence_trimmed/p288/p288_123_mic1.flac
p288	5	22	F	Irish	Dublin	p288_065	4.958583	The end result is precisely the same.	wav48_silence_trimmed/p288/p288_065_mic1.flac
p292	1	23	M	NorthernIrish	Belfast	p292_037	4.95	Everything is obviously in the very early stages.	wav48_silence_trimmed/p292/p292_037_mic1.flac
p292	2	23	M	NorthernIrish	Belfast	p292_013	4.885667	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p292/p292_013_mic1.flac
p292	3	23	M	NorthernIrish	Belfast	p292_148	4.725333	But we are not immune to the problem.	wav48_silence_trimmed/p292/p292_148_mic1.flac
p292	4	23	M	NorthernIrish	Belfast	p292_374	5.335583	As two candidates are proposed, a vote is taken.	wav48_silence_trimmed/p292/p292_374_mic1.flac
p292	5	23	M	NorthernIrish	Belfast	p292_014	5.453479	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p292/p292_014_mic1.flac
p293	1	22	F	NorthernIrish	Belfast	p293_094	5.017437	We've been overwhelmed by the response.	wav48_silence_trimmed/p293/p293_094_mic1.flac
p293	2	22	F	NorthernIrish	Belfast	p293_116	5.036208	PR for Westminster is their holy grail.	wav48_silence_trimmed/p293/p293_116_mic1.flac
p293	3	22	F	NorthernIrish	Belfast	p293_156	4.954042	It's something he has worked very hard on.	wav48_silence_trimmed/p293/p293_156_mic1.flac
p293	4	22	F	NorthernIrish	Belfast	p293_256	4.953896	The protest will go ahead as planned.	wav48_silence_trimmed/p293/p293_256_mic1.flac
p293	5	22	F	NorthernIrish	Belfast	p293_007	5.081313	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p293/p293_007_mic1.flac
p294	1	33	F	American	San  Francisco	p294_012	4.960021	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p294/p294_012_mic1.flac
p294	2	33	F	American	San  Francisco	p294_009	5.321208	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p294/p294_009_mic1.flac
p294	3	33	F	American	San  Francisco	p294_017	4.637562	Others have tried to explain the phenomenon physically.	wav48_silence_trimmed/p294/p294_017_mic1.flac
p294	4	33	F	American	San  Francisco	p294_013	5.370458	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p294/p294_013_mic1.flac
p294	5	33	F	American	San  Francisco	p294_007	5.442104	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p294/p294_007_mic1.flac
p295	1	23	F	Irish	Dublin	p295_274	4.997979	The overall effect is impressive, but distancing.	wav48_silence_trimmed/p295/p295_274_mic1.flac
p295	2	23	F	Irish	Dublin	p295_212	4.995792	The music is therefore profoundly subversive.	wav48_silence_trimmed/p295/p295_212_mic1.flac
p295	3	23	F	Irish	Dublin	p295_007	5.035333	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p295/p295_007_mic1.flac
p295	4	23	F	Irish	Dublin	p295_204	5.03625	That's why he is a national treasure.	wav48_silence_trimmed/p295/p295_204_mic1.flac
p295	5	23	F	Irish	Dublin	p295_182	5.042167	That's when you hope to take advantage.	wav48_silence_trimmed/p295/p295_182_mic1.flac
p297	1	20	F	American	New  York	p297_190	4.944625	There's not much money in cycling.	wav48_silence_trimmed/p297/p297_190_mic1.flac
p297	2	20	F	American	New  York	p297_032	5.085333	Jack McConnell will be making a statement tomorrow.	wav48_silence_trimmed/p297/p297_032_mic1.flac
p297	3	20	F	American	New  York	p297_049	4.911458	Things start to talk to each other.	wav48_silence_trimmed/p297/p297_049_mic1.flac
p297	4	20	F	American	New  York	p297_285	4.901125	Finally, they have a journey back to their youth.	wav48_silence_trimmed/p297/p297_285_mic1.flac
p297	5	20	F	American	New  York	p297_404	4.889125	I played really well on the back nine.	wav48_silence_trimmed/p297/p297_404_mic1.flac
p298	1	19	M	Irish	Tipperary	p298_014	5.002438	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p298/p298_014_mic1.flac
p298	2	19	M	Irish	Tipperary	p298_092	4.996688	These things are important for clubs like ourselves.	wav48_silence_trimmed/p298/p298_092_mic1.flac
p298	3	19	M	Irish	Tipperary	p298_047	4.994	It was an easy decision to come here.	wav48_silence_trimmed/p298/p298_047_mic1.flac
p298	4	19	M	Irish	Tipperary	p298_296	4.989937	Last night, however, other experts were cautious about the claim.	wav48_silence_trimmed/p298/p298_296_mic1.flac
p298	5	19	M	Irish	Tipperary	p298_309	5.020396	No-one, not even the Scottish Arts Council, was interested in her.	wav48_silence_trimmed/p298/p298_309_mic1.flac
p299	1	25	F	American	California	p299_009	5.081896	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p299/p299_009_mic1.flac
p299	2	25	F	American	California	p299_013	4.909458	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p299/p299_013_mic1.flac
p299	3	25	F	American	California	p299_014	5.113896	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p299/p299_014_mic1.flac
p299	4	25	F	American	California	p299_079	5.124104	John Reid, the Northern Ireland secretary, yesterday appealed for restraint.	wav48_silence_trimmed/p299/p299_079_mic1.flac
p299	5	25	F	American	California	p299_121	4.7945	Council officials are involved, along with the transport industry.	wav48_silence_trimmed/p299/p299_121_mic1.flac
p300	1	23	F	American	California	p300_174	4.998354	It was a bit like having children.	wav48_silence_trimmed/p300/p300_174_mic1.flac
p300	2	23	F	American	California	p300_331	4.992625	However, within five minutes they were able to celebrate.	wav48_silence_trimmed/p300/p300_331_mic1.flac
p300	3	23	F	American	California	p300_070	4.992583	This is the way things should be handled.	wav48_silence_trimmed/p300/p300_070_mic1.flac
p300	4	23	F	American	California	p300_387	5.016938	Mrs Thatcher was in the right place, at the right time.	wav48_silence_trimmed/p300/p300_387_mic1.flac
p300	5	23	F	American	California	p300_354	5.032	You can leave him, knowing the job will be done.	wav48_silence_trimmed/p300/p300_354_mic1.flac
p301	1	23	F	American	North  Carolina	p301_046	5.006	She added, It is the same story in both countries.	wav48_silence_trimmed/p301/p301_046_mic1.flac
p301	2	23	F	American	North  Carolina	p301_288	5.006146	They had been together for about three years.	wav48_silence_trimmed/p301/p301_288_mic1.flac
p301	3	23	F	American	North  Carolina	p301_206	4.992938	It opens the door to the Champions League.	wav48_silence_trimmed/p301/p301_206_mic1.flac
p301	4	23	F	American	North  Carolina	p301_151	5.007729	I haven't just gone in, done a three-hour rehearsal, and gone.	wav48_silence_trimmed/p301/p301_151_mic1.flac
p301	5	23	F	American	North  Carolina	p301_339	5.016792	He wasn't really doing anything, so he wanted out.	wav48_silence_trimmed/p301/p301_339_mic1.flac
p302	1	20	M	Canadian	Montreal	p302_017	5.002354	Others have tried to explain the phenomenon physically.	wav48_silence_trimmed/p302/p302_017_mic1.flac
p302	2	20	M	Canadian	Montreal	p302_103	5.028833	He is only now regaining his confidence.	wav48_silence_trimmed/p302/p302_103_mic1.flac
p302	3	20	M	Canadian	Montreal	p302_163	4.933333	Although it was expected, everyone is very, very angry.	wav48_silence_trimmed/p302/p302_163_mic1.flac
p302	4	20	M	Canadian	Montreal	p302_050	4.861875	I know a lot of people who don't.	wav48_silence_trimmed/p302/p302_050_mic1.flac
p302	5	20	M	Canadian	Montreal	p302_089	4.788604	It's a flourishing and beautiful city.	wav48_silence_trimmed/p302/p302_089_mic1.flac
p303	1	24	F	Canadian	Toronto	p303_081	4.993354	It is, in other words, Entrapment by another name.	wav48_silence_trimmed/p303/p303_081_mic1.flac
p303	2	24	F	Canadian	Toronto	p303_107	4.991708	Urgent action is needed to tackle this crisis.	wav48_silence_trimmed/p303/p303_107_mic1.flac
p303	3	24	F	Canadian	Toronto	p303_152	5.011312	Who would take it now, after all this?	wav48_silence_trimmed/p303/p303_152_mic1.flac
p303	4	24	F	Canadian	Toronto	p303_082	5.015062	Disruption will be kept to a minimum.	wav48_silence_trimmed/p303/p303_082_mic1.flac
p303	5	24	F	Canadian	Toronto	p303_048	4.97275	I didn't know the company all that well, or the dancers.	wav48_silence_trimmed/p303/p303_048_mic1.flac
p304	1	22	M	NorthernIrish	Belfast	p304_013	4.887542	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p304/p304_013_mic1.flac
p304	2	22	M	NorthernIrish	Belfast	p304_020	5.220458	Many complicated ideas about the rainbow have been formed.	wav48_silence_trimmed/p304/p304_020_mic1.flac
p304	3	22	M	NorthernIrish	Belfast	p304_012	5.253938	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p304/p304_012_mic1.flac
p304	4	22	M	NorthernIrish	Belfast	p304_077	4.696875	We are almost at that point, but not quite.	wav48_silence_trimmed/p304/p304_077_mic1.flac
